"data","group","station","S_10","N_10","nmin","alpha","beta","logk"
"metaG","core",125,1670,127.17661497386,0.0004941779658399,4.32085734210365,0.205516680755958,-2.24580670283502
"metaG","core",128,618,25.8402388379736,0.0013157894736842,5.42217179566348,0.238080463622451,-2.50954003035717
"metaG","core",131,237,20.8434194584584,0.0014788921753159,6.73400673400673,0.0401474277909559,-2.6775356104998
"metaG","core",132,527,21.3671999087936,0.0015410479125805,4.37309995343897,0.861376010441472,-2.0881830781652
"metaG","core",135,450,12.8310877333536,0.0014090460758066,2.28319013057785,1.33109260074832,-1.77449707576192
"metaG","core",136,632,25.0916667950686,0.0008673967255773,3.4404718542429,0.620728933050104,-2.11119286532994
"metaG","core",137,620,22.5286929866673,0.0005603182607721,2.05038196685258,1.31602377584578,-1.63609308408275
"metaG","core",138,435,12.9272411437977,0.0008534243652656,2.53790004137717,2.05545608645648,-1.65112096955877
"metaG","core",142,363,9.48429717692778,0.00023883887562,1.84898507007959,5.91834371310413,-1.08480640510603
"metaG","core",143,332,10.5328304534787,0.0011676786548341,2.40299088272097,2.61826524430731,-1.50764083224141
"metaG","core",144,660,20.9507151461626,0.0007687576875768,1.74245726964248,3.8217505877248,-1.16209373309926
"metaG","core",145,872,39.1977235204576,0.0008701116643302,6.73400673400673,0.0312829847377174,-2.86713236338343
"metaG","core",146,563,20.910771914466,0.0006074596039363,3.07292588439675,0.759021057146701,-2.00909957140966
"metaG","core",147,468,13.5600803084639,0.0002939555392246,2.8709449759779,1.54276746880073,-1.80203178776158
"metaG","core",148,624,19.4715030428865,0.0006797721844571,2.28450771210026,1.82775025082966,-1.60109845836933
"metaG","core",149,1113,25.6394149830948,0.0007988815658078,6.73400673400673,0.437849499307477,-2.7248331075601
"metaG","core",150,542,16.3269812585084,0.0004225610876354,2.51178207101468,1.84265405553726,-1.66324028574708
"metaG","core",151,326,9.12836603244924,0.0008376086273688,6.36365848834604,1.3782699985596,-2.26797441357362
"metaG","core",152,972,34.0597563906674,0.0004859956516178,5.27048212014494,0.166161796109352,-2.61732860424525
"metaG","core",155,11881,484.026586895096,0.0001837222120154,3.43004047547457,2.16482159538686,-1.72117197205183
"metaG","core",158,3940,59.2898681731371,0.0011704119850187,6.73400673400673,1.28308694963752,-2.73785802976072
"metaG","core",168,462,16.8042893535554,0.000705467372134,2.14867469164697,1.60320438401171,-1.59261721817349
"metaG","core",173,34929,1665.60788842412,0.0007228306046478,3.88514620890383,0.511448567496485,-2.19221237444777
"metaG","core",175,12487,1156.44495541803,0.0002895727485718,5.66099717108626,1.24928653651474,-2.076710729822
"metaG","core",178,395,9.14421768621813,0.0005650297924799,2.65777168350647,2.04068969256722,-1.77376452047718
"metaG","core",180,2027,48.3537270994877,0.0006270499710592,6.73400673400673,1.14992669328198,-2.56689093495077
"metaG","core",188,49504,3951.10897741048,0.0007530120481927,6.73400673400673,-0.0171885627203251,-2.70203374661689
"metaG","core",189,5536,240.50782172071,0.0007245626746713,2.42631644830946,4.38843518857914,-1.17520502664188
"metaG","core",191,9644,219.775979302326,0.0003541285486631,6.73400673400673,1.02418821178556,-2.69027606642104
"metaG","core",193,7625,341.222671296216,0.0008702462796971,6.73400673400673,0.812818334053662,-2.5943167898155
"metaG","core",194,24605,716.659637951877,0.0009202710616581,6.73400673400673,1.87429781401212,-2.3469514977041
"metaG","core",196,12164,445.42664275593,0.0003246178362745,6.73400673400673,1.25939019856262,-2.46620159859597
"metaG","core",201,13994,779.289473722693,0.0004336983627886,1.2771297861797,2.62390450353078,-0.989449952715187
"metaG","core",205,58640,4787.69075276488,0.0005075111652456,3.02823998641527,0.773468071431784,-1.81093647007223
"metaG","core",206,3915,151.440464120515,0.0006650778695338,6.73400673400673,0.438321825019483,-2.66042680032084
"metaG","core",208,847,21.2947553736484,0.0009186954524575,6.73400673400673,0.247679150368947,-2.83932859511528
"metaG","core",209,5936,386.506170232564,0.0002632479532471,6.73400673400673,0.363856009514805,-2.70665294164219
"metaG","core",210,1908,66.536834882154,0.0003397473515149,6.73400673400673,0.351406863852574,-2.78438280655839
"metaT","core",7,133,11.8989283520156,0.0005371530886302,2.16823634952174,0.367262994473994,-1.70968962227622
"metaT","core",11,57,4.1324747481228,0.0054555373704309,0.630719964813025,5.23657249701995,-0.312041726970726
"metaT","core",18,154,20.864808765236,0.0029612081729345,2.07293675578357,0.272559939972161,-1.56131123605611
"metaT","core",22,172,8.36673178574982,0.0009016319538364,1.18931760468057,2.62744192351431,-0.971940165106744
"metaT","core",23,228,38.2314813960711,0.001504244117331,5.33662310690688,0.0592153524753614,-2.22993633467928
"metaT","core",25,245,33.4698969308063,0.0004859956516178,2.28840016102315,0.533387588203738,-1.4651574260424
"metaT","core",26,174,4.36723239565989,0.0016626167029031,3.83913153108507,2.16263738366508,-1.8841071358831
"metaT","core",30,190,18.39191800051,0.0039460703715882,6.73400673400673,0.222503002747716,-2.32120762166794
"metaT","core",36,154,6.00747504942734,0.0002844729492086,1.10294824146234,1.00080720107425,-1.44221608419401
"metaT","core",38,162,22.1991113782803,0.0053346265761396,3.08465075293382,0.565834131221129,-1.5589880314136
"metaT","core",39,189,21.7981438772217,0.000650547544183,1.03062919725973,1.22963653077795,-0.84879099723727
"metaT","core",41,143,11.2610876717044,0.0008275576704251,1.13514130954281,4.71426678656119,-0.486777456680905
"metaT","core",46,114,3.55481842618635,0.0004655011896141,1.65940156148754,0.669605944035649,-1.88072641446084
"metaT","core",51,156,6.56241510988332,0.0029417532849578,6.73400673400673,1.15455551447335,-2.1635625811732
"metaT","core",52,167,8.37739255792603,0.0005144221936432,1.99373868182265,1.37458971219848,-1.45868450301345
"metaT","core",64,474,22.0053860169872,0.0007175071750717,1.75923390214739,1.78175022935443,-1.32144893239302
"metaT","core",65,303,33.0085544209497,0.0005611386012345,1.30631268289101,0.319315482052015,-1.47008539465037
"metaT","core",66,417,117.121174913285,0.0001837222120154,0.849735925072314,1.91560914809177,-0.200322895224091
"metaT","core",67,258,45.5390539450566,0.0004833953690723,6.73400673400673,-0.183125359205608,-3.07170582056865
"metaT","core",68,211,51.3291126792887,0.0005125051250512,0.86891713756854,0.753178740476697,-0.635432631775405
"metaT","core",70,323,37.0555912641928,0.0002020944332169,1.75259126605563,1.15385446294237,-1.12874571261765
"metaT","core",72,201,34.1034903024396,0.0005603182607721,1.48906029405206,0.25554846957424,-1.33581669541053
"metaT","core",76,195,27.5574356548011,0.0007531254707034,1.25272306810652,1.16859741136468,-0.896750917203941
"metaT","core",78,149,12.1679480741657,0.0040695523492415,1.90719655397108,0.37951120907113,-1.72096195812046
"metaT","core",80,2095,305.002878779822,0.0012678288431061,0.499975394577174,1.69642708656257,-0.335238722409576
"metaT","core",81,316,30.7987307747346,0.0009956027545009,6.73400673400673,-0.270758330486484,-3.15364615204636
"metaT","core",82,293,31.3738028904461,0.0012327922745017,2.36741775701487,0.00957115626504557,-1.96861563620067
"metaT","core",84,8804,2207.94737258087,0.000482346131584,0.697820166857036,1.70061393883512,-0.225460133513685
"metaT","core",85,6549,3029.21005462312,0.0009678379988088,0.683271050715403,1.6940498445231,0.0330576732933881
"metaT","core",92,1428,75.4218768746387,0.0008348639171814,6.73400673400673,0.232547082475445,-2.65321683710687
"metaT","core",98,116,23.0761741037345,0.0052476221712036,0.834359169679061,1.1103421148413,-0.593457833487679
"metaT","core",100,596,31.6347507515807,0.0015560640732265,1.79776752259055,1.48941750258317,-1.35907172005938
"metaT","core",102,345,71.0441199753003,0.0005782644837182,1.0627628689202,0.518065770946243,-0.922962020548006
"metaT","core",109,328,31.652467058717,0.0002755833180231,1.84537102308346,0.296013410081483,-1.68486687334104
"metaT","core",110,174,13.9773976160326,0.0007228306046478,1.44144833434232,1.04783051587032,-1.27928139868613
"metaT","core",111,288,16.9107586714074,0.0003975568325562,1.73210117045808,1.18651698947624,-1.36689022407444
"metaT","core",122,409,16.6582582583171,0.0017534630896019,2.72451269580918,0.992598945848861,-1.90115534212119
"metaT","core",123,1812,157.720423608691,0.0003490722028293,1.78039554526246,0.518028012154391,-1.54882676211777
"metaT","core",124,308,18.4139982221136,0.0017529880478087,1.04676908508536,0.834133782119266,-1.32165129978298
"metaT","core",125,465,19.0761316431892,0.0012648958125291,2.64320664244714,0.904630768546572,-1.83132483660342
"metaT","core",128,210,7.93519770366214,0.0006213258136978,1.10930119723448,2.21341790784396,-1.1385361760961
"metaT","core",131,91,15.7665555992015,0.00543314216722,0.945608459251914,0.232194372151223,-1.26893110136819
"metaT","core",132,265,34.2908282230554,0.003008488234662,5.13963747975589,0.320015685152272,-1.98268720700679
"metaT","core",135,74,1.53110233759668,0.0005235053921055,3.31650480504816,2.12061536030805,-1.92000977870305
"metaT","core",136,325,50.8649621812484,0.0004655011896141,3.32462460755811,0.214596985528553,-1.79681295690109
"metaT","core",137,262,74.0084132309408,0.001401214385801,1.31601123448718,0.526834870606266,-0.882521148364285
"metaT","core",138,262,33.3080520657585,0.0051789077212806,2.46479666324172,0.46013305314813,-1.58068830845071
"metaT","core",142,217,14.5609036749274,0.0005125051250512,1.63398982138795,1.37731900804916,-1.29056527888684
"metaT","core",143,225,37.7896630382218,0.0009827247336298,2.74509090240637,0.233392309975088,-1.73062610160538
"metaT","core",144,245,9.17478868260123,0.0008267879288962,2.05478766337827,1.36239826800495,-1.60856757660423
"metaT","core",145,387,30.3679455900794,0.001092746892501,1.26562856859918,0.302955157503091,-1.57313749609354
"metaT","core",146,260,33.9160290989958,0.0006138892441488,1.15561203459679,0.984225856112607,-0.922849548639748
"metaT","core",147,262,37.6710718935467,0.0008534243652656,1.58418728406623,0.685948417092689,-1.15264542234906
"metaT","core",148,285,38.2463089329877,0.0007531254707034,1.59844773081447,0.665078081294437,-1.2028241263258
"metaT","core",149,355,22.8133662581382,0.0006981444056586,0.906160837124177,2.71586676042665,-0.719997694165974
"metaT","core",150,312,41.396777837529,0.0011246221972306,2.08507400328937,0.513037594229637,-1.40499508459222
"metaT","core",151,217,36.8530610202394,0.0061867266591676,2.68320772126599,0.271481169061153,-1.58444418494337
"metaT","core",152,527,108.373180773144,0.000362056480811,1.20395113670857,1.9998344721782,-0.459950411756197
"metaT","core",155,7524,3114.91794003308,0.0007968127490039,1.20913791615471,0.809679255733806,-0.541196975225678
"metaT","core",158,2556,160.62858408644,0.0008221430528912,6.73400673400673,0.294995555724095,-2.50912765779958
"metaT","core",168,77,5.58455076376388,0.0022039377020276,3.01249506301226,0.643451216892855,-2.0041931523985
"metaT","core",173,19919,1658.89441253434,0.0009876543209876,3.9778185928723,0.238575721596977,-2.12390422306679
"metaT","core",175,8840,20617.4376179742,0.0011819060921886,1.16730604568151,0.726192876604633,0.172851411291152
"metaT","core",178,221,98.6852365963976,0.0010151302750519,2.70716645414695,-0.131130136711936,-1.8410227881222
"metaT","core",180,857,91.5231413821195,0.000991571641051,6.73400673400673,0.0551878833357788,-2.65074640962025
"metaT","core",188,27962,9539.79542707343,0.0005175447676223,1.39271919507876,0.122023004424707,-1.16405377882415
"metaT","core",189,2969,401.02576059952,0.0010151302750519,3.21902014542701,0.736389374970623,-1.49276271097186
"metaT","core",191,5446,939.93828956806,0.000628413979794,1.28818602221545,-0.163473487908288,-1.69845957582295
"metaT","core",193,4389,794.557357991788,0.0009320284934425,1.96609624506306,1.30103629450446,-0.944750797616303
"metaT","core",194,14609,2218.8137752938,0.0011786135219115,1.07312611533059,0.15217453126999,-1.30390782775639
"metaT","core",196,7923,4714.32207862723,0.0007323081019905,0.897175522937153,0.718051136297342,-0.33788843537668
"metaT","core",201,6886,1461.37071313071,0.0012916559028674,1.87173280972215,0.00876568515767917,-1.595292438216
"metaT","core",205,32337,11231.5716883666,0.0003706334743799,1.20235913921207,8.25980497145551e-05,-1.20342701670169
"metaT","core",206,2433,1372.58030673347,0.0011385984887692,0.925929225133494,1.02296804662833,-0.237287456222023
"metaT","core",208,425,87.8813155542736,0.0019167102282627,1.19284887136417,-0.125006639206285,-1.64719344638585
"metaT","core",209,3484,1784.77300916503,0.0012698412698412,0.820442653169043,0.597467246147724,-0.453653107488411
"metaT","core",210,975,346.461887525314,0.0028219599794766,0.734164538766644,1.79970472646126,-0.0907236920338331
"metaG","non_core",7,101,3.11570225342474,0.0019960079840319,3.14195695450396,1.42273339176221,-1.86071727075422
"metaG","non_core",11,8,0.847427202608692,0.0144356955380577,NA,NA,NA
"metaG","non_core",18,74,1.84809629316335,0.0018188432157148,3.0484104842964,2.75011083001531,-1.64369911660082
"metaG","non_core",22,98,2.96699489901199,0.0029027576197387,0.981541939039757,6.81628744839585,-0.72883331724146
"metaG","non_core",23,111,3.16627256277115,0.0031930333817126,1.58209358804895,1.37167725654495,-1.63560272787711
"metaG","non_core",25,117,7.22743237940742,0.0034385745545483,1.01396586208913,0.91593287266377,-1.25656805848768
"metaG","non_core",26,91,4.67598187788428,0.0034494653328734,2.02912155080824,0.880547927292574,-1.62736151951915
"metaG","non_core",30,87,3.73224587454566,0.0032404406999351,3.14737108541706,1.25973899062215,-1.75555598683947
"metaG","non_core",36,164,15.8288169180178,0.0005798629414865,6.73400673400673,-0.115471613278903,-2.92014540736883
"metaG","non_core",38,50,6.52832071650451,0.0037944118661607,6.73400673400673,0.949889756289671,-2.24170913656176
"metaG","non_core",39,154,4.80737257174842,0.000896151818661,2.84636822899036,1.24303251169806,-1.84470200865393
"metaG","non_core",41,49,2.60749941191634,0.0037359900373599,NA,NA,NA
"metaG","non_core",46,128,2.63552170258823,0.0029542097488921,6.73400673400673,0.908411219017154,-2.58252486842096
"metaG","non_core",51,38,0.908625108865161,0.0036172311739559,NA,NA,NA
"metaG","non_core",52,85,2.71671653391512,0.0016282225237449,1.60662985164431,1.23932192645922,-1.6258854983061
"metaG","non_core",64,432,9.76504181963049,0.0010390689941812,6.73400673400673,1.48595150558631,-2.31755829490015
"metaG","non_core",65,352,13.7178695060305,0.0016366612111293,6.73400673400673,0.210377737070464,-2.62486574364071
"metaG","non_core",66,300,12.3533646297742,0.0023349607302059,6.73400673400673,0.0706902692570437,-2.90860500122341
"metaG","non_core",67,421,6.67196932134682,0.0012714558169103,6.73400673400673,0.83554922217612,-2.83422555556542
"metaG","non_core",68,56,1.40176466949941,0.0007996161842315,1.12924718021481,20.4095403543526,-0.354493710538327
"metaG","non_core",70,75,2.29922860011472,0.0009595394210778,2.16355336637832,2.46819332482506,-1.45456222706727
"metaG","non_core",72,59,1.66260560584371,0.0048709206039941,0.574402758841157,198.820023881546,0.811377869389052
"metaG","non_core",76,42,1.53637347394006,0.0051524259338772,NA,NA,NA
"metaG","non_core",78,47,1.3631716486804,0.0036172311739559,NA,NA,NA
"metaG","non_core",80,2912,57.2392364341385,0.0017591556053094,6.73400673400673,2.86381678015204,-2.1819430539551
"metaG","non_core",81,661,5.48179442957954,0.0009045680687471,6.73400673400673,2.50920226319144,-2.63904666541624
"metaG","non_core",82,397,31.3841959709001,0.0014393091316168,3.22243043693395,0.133455772527842,-2.14493818670209
"metaG","non_core",84,7346,102.968173222236,0.0010915947206509,6.73400673400673,2.65633324401759,-2.30522265806097
"metaG","non_core",85,5557,156.796744589941,0.0008697979392479,6.73400673400673,1.07106719149297,-2.50352915294105
"metaG","non_core",92,2040,26.8009131197129,0.0018070112034694,6.73400673400673,3.14310462854821,-2.27482660497627
"metaG","non_core",98,21,0.782787527246231,0.0048567265662943,NA,NA,NA
"metaG","non_core",100,921,28.6694378274302,0.0011994242763473,6.73400673400673,1.45905183982836,-2.39087562457489
"metaG","non_core",102,317,20.2752408915572,0.0026737967914438,0.025538246410167,0.880590661946609,-0.704917562035872
"metaG","non_core",109,418,8.71801220046499,0.0029481132075471,6.73400673400673,2.20518429914635,-2.26850301971408
"metaG","non_core",110,228,9.51284195549928,0.0016791939868862,2.46639211505065,0.708390985046275,-1.88419659379646
"metaG","non_core",111,142,6.14342724646221,0.0012793858947705,3.52668446238586,0.590202090783628,-2.10629285063991
"metaG","non_core",122,1420,59.1185848466606,0.0024160425223483,6.73400673400673,0.77251605049021,-2.53689039297227
"metaG","non_core",123,2006,38.9236123530208,0.0009727626459143,6.73400673400673,1.92789076577065,-2.33473093316453
"metaG","non_core",124,299,19.6704817449849,0.0007996161842315,6.73400673400673,-0.00535834829515869,-2.76996174021699
"metaG","non_core",125,465,37.1240484078563,0.0015192707500399,6.73400673400673,0.0115059583158452,-2.65965805258555
"metaG","non_core",128,103,3.55106270080673,0.0039625360230547,6.73400673400673,0.682209460935484,-2.4202041224757
"metaG","non_core",131,43,2.68016110456529,0.0067731011127237,NA,NA,NA
"metaG","non_core",132,74,2.00567549869255,0.0034246575342465,2.53639451753178,3.46676818136893,-1.43939636298468
"metaG","non_core",135,70,3.26134111735746,0.0021141649048625,2.34715304863588,0.581513520450238,-1.92681564599936
"metaG","non_core",136,86,3.17594642702923,0.0016986580601325,1.86874000141074,1.94810697749354,-1.41639788401544
"metaG","non_core",137,85,3.52548075849837,0.002152595072949,4.3576351344217,0.69995620058296,-2.12599209342269
"metaG","non_core",138,57,1.84361123697661,0.0006852925672113,2.31090774321961,1.30819881358213,-1.72354755952816
"metaG","non_core",142,46,1.26428780627315,0.0010015814443858,NA,NA,NA
"metaG","non_core",143,51,1.02800758740038,0.000896151818661,2.41370033749335,3.35827024017861,-1.55088811205026
"metaG","non_core",144,94,3.59099195474351,0.0020330064577852,1.20428643367208,5.24460650800234,-0.795301495791672
"metaG","non_core",145,305,6.97077774093714,0.0010854816824966,6.73400673400673,0.436048494017274,-2.83037414834949
"metaG","non_core",146,107,4.27470613216298,0.0040605389442598,0.893586019749093,1.87894931260524,-1.15598863565417
"metaG","non_core",147,82,2.9938104100977,0.0005271481286241,2.2862234494088,1.30164051528268,-1.66577505932787
"metaG","non_core",148,93,3.98628444847979,0.0036077402427025,2.30430701427165,1.33794697413733,-1.60413434969558
"metaG","non_core",149,317,6.09993667523004,0.0015192707500399,6.73400673400673,0.689446366755627,-2.74773379628764
"metaG","non_core",150,92,2.95029260227257,0.0013568521031207,1.35749625499117,4.38328813501129,-0.993943413447062
"metaG","non_core",151,60,1.14604598717879,0.0009950248756218,2.19598601475983,328.951594360293,0.458121786070398
"metaG","non_core",152,361,11.5716278460919,0.0025471217524197,6.73400673400673,0.162888561931272,-2.84303056764775
"metaG","non_core",155,8014,234.715639105077,0.0006325777543489,4.08987805771484,4.21314104469512,-1.55155864781809
"metaG","non_core",158,1886,20.3291710105216,0.0014210601108426,6.73400673400673,2.94266542716957,-2.44528175487734
"metaG","non_core",168,228,6.91898636541122,0.002188582892577,2.23749637844189,1.38575895027144,-1.72657022278225
"metaG","non_core",173,21075,800.985424542704,0.0007571585903083,4.26062756091301,0.781496018683797,-2.1360202060042
"metaG","non_core",175,8032,450.90321212591,0.0012205541315757,6.73400673400673,1.65791743664667,-2.07773776634869
"metaG","non_core",178,88,1.82368447807523,0.0014682131845544,2.41941372387015,16.0817063927011,-0.863009962906763
"metaG","non_core",180,1101,21.9535805638838,0.0012528188423953,6.73400673400673,2.29810789168556,-2.37712016354624
"metaG","non_core",188,30466,1852.717312776,0.0006416238917405,6.73400673400673,0.100719996815202,-2.61297622813633
"metaG","non_core",189,3704,150.522187833151,0.0006926646810279,3.55518582153105,5.66373217991118,-1.2370150678373
"metaG","non_core",191,4876,68.9067644083006,0.0010008006405124,6.73400673400673,1.82369236984397,-2.50668184685655
"metaG","non_core",193,4745,149.946773771706,0.0011527820473409,6.73400673400673,1.37768328346576,-2.42488434507302
"metaG","non_core",194,14646,276.900161515024,0.0013728720483251,6.73400673400673,2.80007024530881,-2.19823413586585
"metaG","non_core",196,7717,195.442959640392,0.0007517666516313,6.73400673400673,1.86207924954648,-2.32194156269453
"metaG","non_core",201,8192,384.930938178303,0.0010695187165775,1.42490244941691,6.82741242271071,-0.667725358545371
"metaG","non_core",205,36808,1882.14101849403,0.0011460880195599,3.00466462257752,1.40538044857308,-1.65946976268992
"metaG","non_core",206,2001,53.6971104818397,0.0011702750146284,6.73400673400673,1.01689276851945,-2.52025711652338
"metaG","non_core",208,282,5.18864688254778,0.0010390689941812,6.73400673400673,0.533101448119948,-2.7977911096668
"metaG","non_core",209,3305,108.184450919358,0.0008963786303334,6.73400673400673,1.04605682506353,-2.52220269086656
"metaG","non_core",210,893,15.5329342618088,0.0014556040756914,6.73400673400673,1.30618118602221,-2.59159696549044
"metaT","non_core",7,96,12.6961711163647,0.0033222591362126,2.73430269076795,0.182255240603626,-1.73976350645255
"metaT","non_core",11,10,1.125622046859,0.0072053525476067,NA,NA,NA
"metaT","non_core",18,41,2.64555269891192,0.0041816009557945,NA,NA,NA
"metaT","non_core",22,100,6.8612251862477,0.0022416498542927,6.37017008386016,0.243297354853836,-2.41527423055036
"metaT","non_core",23,78,4.81935798547288,0.0051975051975052,1.62764109819013,0.760202889401145,-1.52685831475297
"metaT","non_core",25,108,12.2522705342403,0.0056818181818181,2.5418853734282,0.483861965077548,-1.5652546974062
"metaT","non_core",26,92,3.10886480830305,0.0012955045990413,1.93242581080185,2.36170036794538,-1.38163590711884
"metaT","non_core",30,54,5.41895234662471,0.0071479628305932,6.73400673400673,0.172403744265193,-2.35261443667638
"metaT","non_core",36,156,9.85321509597116,0.0011792452830188,1.35421811052778,1.65781222939163,-1.10140926117747
"metaT","non_core",38,65,8.84337622672498,0.0103383458646617,0.548839662987816,2.89539055539109,-0.262464086564369
"metaT","non_core",39,133,16.5502481441944,0.002486531288852,1.28022512767617,1.03022633724297,-0.995774065931896
"metaT","non_core",41,39,11.7282008229956,0.0053527980535279,NA,NA,NA
"metaT","non_core",46,113,4.03993434063804,0.0023824994585228,4.15578905548775,0.75086373511032,-2.14923776087682
"metaT","non_core",51,47,1.77659857245421,0.003729796933278,NA,NA,NA
"metaT","non_core",52,49,3.3287749353548,0.0017510347023241,NA,NA,NA
"metaT","non_core",64,564,45.4019500386906,0.0007380073800738,2.25225325134481,0.70398097844737,-1.54612752689641
"metaT","non_core",65,249,35.9294366386922,0.0041903621670158,0.126955932424877,15.1988494604371,0.857280238780056
"metaT","non_core",66,343,118.65740586906,0.0022341376228775,0.632648023197796,6.56371873854723,0.536208274031031
"metaT","non_core",67,222,14.4992343384257,0.0008911663139133,6.73400673400673,0.0955576871432611,-3.04501116796734
"metaT","non_core",68,40,5.68911122288749,0.0102591792656587,NA,NA,NA
"metaT","non_core",70,66,4.00676097888161,0.0054112554112554,2.68197372083301,1.87437708376538,-1.37642462659291
"metaT","non_core",72,86,22.3575311243952,0.0045330915684496,0.199694779973927,6.11035061302125,0.684079778706514
"metaT","non_core",76,59,5.16922086771159,0.0034087387666563,0.682674924958779,3.26596503554332,-0.430095177700706
"metaT","non_core",78,81,8.18108575732852,0.0038327526132404,0.407281466834518,174.661021061577,1.5256618869535
"metaT","non_core",80,2376,407.105287114102,0.0014424810674359,0.461595935978075,1.53951054516604,-0.280554122081516
"metaT","non_core",81,278,61.4478137822533,0.0010736525660296,6.73400673400673,-0.478195309901077,-3.37914204572574
"metaT","non_core",82,337,77.2697250175209,0.0021495264324578,1.71249674282397,-0.0801952658556034,-1.71393479442741
"metaT","non_core",84,10156,2583.64053859313,0.0007294655449107,0.758153700650658,1.80489650203699,-0.231424283151201
"metaT","non_core",85,7645,3845.99758441336,0.000728491294529,0.72586124864778,1.95167359579421,0.100177711302516
"metaT","non_core",92,1465,62.4054849677083,0.0021074815595363,6.73400673400673,0.509187062433192,-2.56724222952657
"metaT","non_core",98,23,3.49758865974892,0.0106382978723404,NA,NA,NA
"metaT","non_core",100,799,59.8896388843541,0.0011429758935993,3.04002513256918,0.332043887469077,-1.91512092903867
