"data","sector","station","S_10","N_10","nmin","alpha","beta","logk"
"metaG","C",52,176,3.33465299245894,0.0007077641729775,1.556041692722,34.0340700933649,-0.386381687736464
"metaG","C",64,379,9.27210691287971,0.0005317349059796,2.12268267131453,1.35216160066936,-1.78715629260347
"metaG","C",65,426,12.7047776427154,0.0006787463849377,2.1837060039806,0.884606091014583,-1.87717451738329
"metaG","C",66,276,9.62315807677994,0.0005059814232534,4.87193344537903,0.253058048670354,-2.63415561088333
"metaG","C",67,245,5.83675676192305,0.000966353333919,6.73400673400673,0.223702461967447,-3.08402004604108
"metaG","C",68,98,1.37213224989195,0.0002586117720078,1.22101273315707,223.111719764593,0.404215977786247
"metaG","C",70,163,3.62064363663878,0.0012893982808022,1.12021006015964,187.861679570526,0.551691851116091
"metaG","C",72,91,3.49695308036665,0.0008965092172353,1.56571192349168,251.860656054624,0.789821478580489
"metaG","C",76,108,10.4021010696886,0.0009037505648441,0.756263283045751,257.257274006477,1.50432304853956
"metaG","C",78,111,3.47081002907423,0.0007077641729775,1.04342477039424,268.063131561917,0.897579798890477
"metaG","C",80,1383,24.9384119332419,0.0004960499724416,3.79079894353421,4.69518427272063,-7.39695692462061
"metaG","C",81,420,6.3661683361985,0.0004092594960992,6.73400673400673,0.872738531853251,-2.92093148929694
"metaG","C",82,309,22.4833996735834,0.0008955223880597,2.54706770877275,0.0107850003476999,-2.21288156377444
"metaG","C",84,3151,51.3563571734241,0.0005511666360462,6.73400673400673,1.63290842805755,-2.51301463480471
"metaG","C",85,2352,124.323683929405,0.0011736726688698,6.73400673400673,0.760554411388597,-2.63108894058924
"metaG","C",92,1019,21.8111250386084,0.0004593055300385,6.73400673400673,1.03288409311442,-2.61312768511294
"metaG","C",98,17,0.568932717275701,0.0025239777889954,NA,NA,NA
"metaG","C",100,621,21.9214979606756,0.0018224699828473,6.73400673400673,0.460142591291706,-2.5729052241968
"metaG","C",102,315,22.3931477723489,0.0001837222120154,0.614456387867294,14.4465444537542,0.213663012846334
"metaG","C",109,340,7.73311650601747,0.0007141764015711,5.52981354691124,1.07512868976707,-2.35750954700336
"metaG","C",110,332,17.0919592547557,0.0009184512012374,2.144440333693,0.589613155504737,-1.78470338503152
"metaG","C",111,247,7.69821035857067,0.0012648958125291,1.74065678223475,2.63180377888304,-1.3234902448936
"metaG","C",122,870,38.8513490769141,0.0003397473515149,6.73400673400673,0.222144869267209,-2.64094819781724
"metaG","C",123,1085,32.1360056883017,0.0003088612286499,6.73400673400673,0.44420542656992,-2.65008842238007
"metaG","C",124,347,17.4384362357576,0.0020773638968481,6.57612200771717,0.0267942077011534,-2.67950651906716
"metaG","C",125,440,30.059646004814,0.0004941779658399,2.11975129741098,0.516147023333972,-1.71132404958374
"metaG","C",128,168,8.52072773751887,0.0017908309455587,0.256774770415043,199.297056596148,1.39613394287858
"metaG","C",131,37,0.991361861368714,0.0019611688566385,NA,NA,NA
"metaG","C",132,114,4.13570361059455,0.0015410479125805,1.30940519161123,2.16844313223433,-1.24324867195573
"metaG","C",135,115,3.20797678155331,0.0015902273302251,0.843877729604914,5.48700078810094,-0.784215450791966
"metaG","C",136,224,8.31628833558387,0.0008673967255773,2.2876225431734,0.595516237053097,-1.91821956392539
"metaG","C",137,189,7.22971272323041,0.0005603182607721,0.743285254453577,184.1918953545,0.959665463586812
"metaG","C",138,129,3.70957134632119,0.0008534243652656,1.51806354585401,288.126641747274,0.734450711088893
"metaG","C",142,99,2.43361576312694,0.00023883887562,1.05024712201579,323.075107982093,0.875581972100428
"metaG","C",143,80,3.01783847547744,0.0011676786548341,1.54166358994992,253.598588812479,0.790466001319646
"metaG","C",144,180,6.0427736679107,0.0007687576875768,0.933285026307752,245.731229070522,0.933991431796959
"metaG","C",145,211,11.5585149414194,0.0008701116643302,6.73400673400673,-0.129013418193377,-3.02559109580446
"metaG","C",146,132,4.07559871269082,0.0006074596039363,1.52370790766873,0.588705222471873,-1.86957089994381
"metaG","C",147,111,2.15309114950133,0.0002939555392246,1.59623410313457,3.34952237485443,-1.3942204083319
"metaG","C",148,171,4.23361099805516,0.0006797721844571,1.06342045584622,198.848674100317,0.65467864848874
"metaG","C",149,254,4.59522809965202,0.0007988815658078,3.57362723588707,0.542693564735973,-2.48279937486172
"metaG","C",150,92,1.67452200198438,0.0004225610876354,1.05737945498752,268.418123514107,0.655821738577357
"metaG","C",151,46,0.997048930539001,0.0008376086273688,NA,NA,NA
"metaG","C",152,252,6.46757572771671,0.0004859956516178,2.95025124769517,0.202794610017596,-2.47279742602644
"metaG","C",155,2885,90.8697862281182,0.0001837222120154,3.27208367923922,2.43166531893165,-1.68698715055074
"metaG","C",158,923,15.1085978962904,0.0013310745401742,6.73400673400673,1.41018308018653,-2.75477050120382
"metaG","C",168,75,2.83745243915076,0.000705467372134,1.35247965484258,1.4782545139993,-1.3695407358489
"metaG","C",173,7640,335.907778872325,0.0007228306046478,4.98971476066648,0.476189558084754,-2.38740627764309
"metaG","C",175,2994,336.104834049716,0.0002895727485718,3.47151440213738,3.07678093457962,-8.38567228613696
"metaG","C",178,53,1.06866552752137,0.0005650297924799,1.01558630486108,263.056731782146,0.706513314511518
"metaG","C",180,446,10.5673408265061,0.0006270499710592,6.73400673400673,1.25324181545682,-2.58182477594231
"metaG","C",188,11032,762.311185597931,0.0007530120481927,6.73400673400673,-0.026667100725513,-2.74096456152333
"metaG","C",189,1161,55.9818685631379,0.0007245626746713,2.5639421277784,4.01178543123264,-1.21094848996908
"metaG","C",191,2088,43.3016549221525,0.0003541285486631,6.73400673400673,1.0574319396719,-2.72065554733184
"metaG","C",193,1734,103.915071685136,0.0014554114845197,6.73400673400673,0.835821380190705,-2.60873203560526
"metaG","C",194,5485,155.411626571042,0.001299883010529,6.73400673400673,1.82344577239599,-2.38634988357675
"metaG","C",196,2895,123.410664603397,0.0003246178362745,6.73400673400673,1.53370609973478,-2.44518728402383
"metaG","C",201,2986,142.048837400088,0.0004336983627886,1.23814915422215,3.30867016638895,-0.944726554868815
"metaG","C",205,12585,708.266819420367,0.0005075111652456,2.62789817273054,1.14013942579165,-1.69069378472395
"metaG","C",206,830,28.2452492183544,0.0008405480373203,6.73400673400673,0.61071807132941,-2.64427328711393
"metaG","C",208,154,2.88107633441399,0.0009186954524575,6.73400673400673,0.377691698845973,-2.91145106637676
"metaG","C",209,1348,84.8762544496752,0.0002632479532471,6.73400673400673,0.346299115343321,-2.75476673598304
"metaG","C",210,389,8.59127086374037,0.0003397473515149,6.73400673400673,0.721433581210873,-2.75168161017348
"metaG","P",7,2,0.0580147607973624,0.0103503184713376,NA,NA,NA
"metaG","P",18,1,0.0209723546234509,0.0209723546234509,NA,NA,NA
"metaG","P",22,5,0.0823771155046617,0.0042834890965732,NA,NA,NA
"metaG","P",23,3,0.0826575575989734,0.0042834890965732,NA,NA,NA
"metaG","P",25,2,0.0588788864650933,0.023535851122058,NA,NA,NA
"metaG","P",26,3,0.0599916951779151,0.0093048713738368,NA,NA,NA
"metaG","P",30,1,0.0228690228690229,0.0228690228690229,NA,NA,NA
"metaG","P",36,8,3.09259306177938,0.0042887776983559,NA,NA,NA
"metaG","P",39,7,0.224539218777098,0.0022787694644891,NA,NA,NA
"metaG","P",41,6,0.294896674815989,0.0012418075198344,NA,NA,NA
"metaG","P",46,1,0.0041407867494824,0.0041407867494824,NA,NA,NA
"metaG","P",52,5,0.0306826625760455,0.0015303780033668,NA,NA,NA
"metaG","P",64,12,0.142326537852859,0.0016805153580431,NA,NA,NA
"metaG","P",65,15,0.365304505353778,0.0032546786004882,NA,NA,NA
"metaG","P",66,13,0.225006415108198,0.0025947067981318,NA,NA,NA
"metaG","P",67,15,0.136266883680885,0.0021944261575598,NA,NA,NA
"metaG","P",68,4,0.0584257808799087,0.0071417640157118,NA,NA,NA
"metaG","P",70,5,0.33074402772047,0.0061215120134673,NA,NA,NA
"metaG","P",72,3,0.0906148960792846,0.0070984915705412,NA,NA,NA
"metaG","P",78,1,0.0042887776983559,0.0042887776983559,NA,NA,NA
"metaG","P",80,56,0.842284627854248,0.0012137055363644,2.63346366092288,3.5817721373483,-1.70251570699561
"metaG","P",81,17,0.0708360247913308,0.0013189132155104,NA,NA,NA
"metaG","P",82,6,0.302282307962779,0.0027672085783465,NA,NA,NA
"metaG","P",84,137,1.51997891537796,0.0017173278378842,6.73400673400673,2.57811568022582,-2.42023244179415
"metaG","P",85,138,2.85673381408984,0.0021281123643328,4.50812054402261,0.730264952505115,-2.42533348899313
"metaG","P",92,53,0.41437197809511,0.0016398330351818,5.09187872641592,11.6724995433455,-4.91739589315828
"metaG","P",98,1,0.0065681444991789,0.0065681444991789,NA,NA,NA
"metaG","P",100,22,0.663422646843024,0.002257728377909,NA,NA,NA
"metaG","P",102,10,1.03875589836804,0.0016805153580431,NA,NA,NA
"metaG","P",109,8,0.183380994641459,0.0007141764015711,NA,NA,NA
"metaG","P",110,10,0.773330969714268,0.0013107968264918,NA,NA,NA
"metaG","P",111,6,0.119957841966461,0.0042158516020236,NA,NA,NA
"metaG","P",122,25,1.17771696355296,0.0019103855505383,NA,NA,NA
"metaG","P",123,43,0.981579617227618,0.0018793780967025,NA,NA,NA
"metaG","P",124,9,0.385707827712778,0.0028008589300718,NA,NA,NA
"metaG","P",125,17,0.8783966439993,0.0009336196433572,NA,NA,NA
"metaG","P",128,2,0.0439531527117791,0.007855940417283,NA,NA,NA
"metaG","P",131,3,0.0455707540894052,0.0029577048210588,NA,NA,NA
"metaG","P",132,4,0.105704560280583,0.0147783251231527,NA,NA,NA
"metaG","P",135,4,0.164951478429113,0.0088,NA,NA,NA
"metaG","P",136,6,0.145464815014511,0.0053053104116716,NA,NA,NA
"metaG","P",137,6,0.14023669895498,0.0013263276029179,NA,NA,NA
"metaG","P",138,3,0.0953885182195779,0.0053238686779059,NA,NA,NA
"metaG","P",142,2,0.0037228938227422,0.0007651890016834,NA,NA,NA
"metaG","P",143,1,0.0123927550047664,0.0123927550047664,NA,NA,NA
"metaG","P",144,3,0.0228604364866394,0.0012243024026934,NA,NA,NA
"metaG","P",145,12,0.400913743289164,0.0023062730627306,NA,NA,NA
"metaG","P",146,4,0.084141007724499,0.0034178442075192,NA,NA,NA
"metaG","P",147,2,0.0189915643974641,0.0018364536040402,NA,NA,NA
"metaG","P",148,5,0.05594069093752,0.0024486048053869,NA,NA,NA
"metaG","P",149,8,0.0902784349782513,0.0042031523642732,NA,NA,NA
"metaG","P",150,5,0.0273432684701978,0.0015303780033668,NA,NA,NA
"metaG","P",151,1,0.0059154096421177,0.0059154096421177,NA,NA,NA
"metaG","P",152,7,0.177526369653579,0.0029577048210588,NA,NA,NA
"metaG","P",155,119,3.94447271200689,0.0013022528975127,2.00581320285042,2.74083726631396,-1.3792700309725
"metaG","P",158,49,0.864610317542819,0.0013022528975127,NA,NA,NA
"metaG","P",168,9,0.0807182876863244,0.000705467372134,NA,NA,NA
"metaG","P",173,422,18.9061635072632,0.0013408420488066,1.56170555880032,1.09475577296267,-1.54100181095242
"metaG","P",175,122,4.82815366370526,0.0016429353778751,4.40124850419303,1.58788385366388,-1.86569797702474
"metaG","P",178,2,0.0115957242901916,0.0034181541967337,NA,NA,NA
"metaG","P",180,24,0.707474288990803,0.0026816187225743,NA,NA,NA
"metaG","P",188,590,52.4604392381654,0.0016262806960481,6.73400673400673,-0.168393823650315,-2.83703959058002
"metaG","P",189,57,1.84519323242447,0.0017430946634486,2.10996996490809,302.425393802717,0.666001879481601
"metaG","P",191,118,1.49757590992377,0.0012698412698412,6.73400673400673,1.23010869299181,-2.76297276566763
"metaG","P",193,101,2.55325171463522,0.0015441630636195,2.23738528442085,0.529086103151815,-2.17029798346206
"metaG","P",194,289,5.13656400584226,0.0013867876954109,3.83855789691414,2.77649124346107,-8.13301080467079
"metaG","P",196,120,2.13737253733525,0.0013752005500802,2.54862571659545,1.62436017962803,-1.94141598869978
"metaG","P",201,187,9.12261842597136,0.0015069318866787,0.799902157760431,226.517997415972,1.11518213172843
"metaG","P",205,651,28.9382461095985,0.0008465608465608,1.51857532476699,6.59806393946616,-0.715560318839636
"metaG","P",206,25,0.512812465544386,0.0020238818053025,NA,NA,NA
"metaG","P",208,13,0.186480047561047,0.0018989745537409,NA,NA,NA
"metaG","P",209,52,3.82983080913646,0.0020754064337599,2.20637035375063,-0.0166511875062783,-2.69725026355012
"metaG","P",210,19,0.55087899245364,0.0019475920679886,NA,NA,NA
"metaG","Q",7,61,1.84541820888262,0.0005382131324004,0.739052915514061,75.0913493244228,0.467309247989771
"metaG","Q",11,2,0.0062748123503222,0.0026905829596412,NA,NA,NA
"metaG","Q",18,26,0.705763318722295,0.0015292645627693,NA,NA,NA
"metaG","Q",22,107,3.67537460367858,0.0009274717121127,0.806599774876718,3.10545916024249,-0.903765826157809
"metaG","Q",23,67,1.40007161177019,0.001262284735371,0.885442144073715,356.136919769214,0.888534661433621
"metaG","Q",25,73,4.54550264741492,0.0008325701440346,1.01548432319223,0.596506829007821,-1.37007681744139
"metaG","Q",26,65,2.69575921108037,0.0020728073584661,0.140168552139734,113.262793253157,1.12578381374671
"metaG","Q",30,25,0.761688905883689,0.0012893521005694,NA,NA,NA
"metaG","Q",36,268,23.3620261952509,0.0004426606858289,1.53033034118432,0.0936497074181346,-1.9238325642921
"metaG","Q",38,23,5.61114057558239,0.0046865846514352,NA,NA,NA
"metaG","Q",39,146,4.6085784544365,0.0002020944332169,0.78205162847247,3.70385419457443,-0.834826514488219
"metaG","Q",41,70,3.57359355888012,0.000915827158438,4.67931243900514,-0.0635865835567709,-2.70094186375598
"metaG","Q",46,146,3.43670617970031,0.0009956617594765,1.52903787000802,1.09058604814424,-1.77321075255286
"metaG","Q",51,23,0.607341415683145,0.0010744600838078,NA,NA,NA
"metaG","Q",52,120,3.58561648639751,0.0007077641729775,1.55268433144347,0.61387334127661,-1.89729485165861
"metaG","Q",64,297,6.73078033659941,0.0005317349059796,1.95406962721745,1.47367923476968,-1.74850972223217
"metaG","Q",65,409,13.0817688210246,0.0006787463849377,2.35824170248845,0.524758625787549,-2.05346984562384
"metaG","Q",66,304,10.6291320525321,0.0005059814232534,3.87758929518338,0.0711005023865303,-2.64276906368845
"metaG","Q",67,282,8.17651549119117,0.000966353333919,6.73400673400673,0.00760034447085656,-3.14410424267134
"metaG","Q",68,78,0.79153093191732,0.0002586117720078,1.9710374018122,1.81757995917081,-2.02233651978365
"metaG","Q",70,101,2.00539021238341,0.0010210332856851,0.63520243421855,13.1145899859375,-0.452949644469327
"metaG","Q",72,28,0.634227407695715,0.0008965092172353,NA,NA,NA
"metaG","Q",76,29,0.652159579565782,0.0009037505648441,NA,NA,NA
"metaG","Q",78,59,1.09446090819573,0.0007077641729775,4.38363054886127,0.587558968662863,-2.53948832736025
"metaG","Q",80,1130,25.4800257097288,0.0004960499724416,6.73400673400673,1.247812800153,-2.45470594624565
"metaG","Q",81,507,7.60543374828889,0.0004092594960992,6.73400673400673,0.710194749499916,-2.98962967884746
"metaG","Q",82,341,23.0154951804573,0.000671727010143,0.892791002337441,0.547392611065485,-1.31566566038732
"metaG","Q",84,3014,68.6029278484889,0.0005511666360462,6.73400673400673,0.987147393357003,-2.66234211672976
"metaG","Q",85,2182,142.162432447912,0.0008697979392479,6.73400673400673,0.4025564079683,-2.75866387536063
"metaG","Q",92,876,20.2790133878398,0.0004593055300385,6.73400673400673,0.869329373003647,-2.64854636162907
"metaG","Q",98,10,0.434673612639651,0.0033818058843422,NA,NA,NA
"metaG","Q",100,472,31.1511612501028,0.0009030024832568,6.73400673400673,0.0788284813721012,-2.70262929245167
"metaG","Q",102,274,22.6520275706202,0.0001837222120154,1.56128408076948,-0.082853951353294,-1.96971799236432
"metaG","Q",109,277,8.5302747340444,0.0007141764015711,3.56099833791673,0.654792318194477,-2.1882965339316
"metaG","Q",110,346,22.5760401395678,0.0009184512012374,1.17109894575517,1.08178386141262,-1.2504639732505
"metaG","Q",111,227,7.03405868280266,0.0012648958125291,2.11021577265916,1.00110718085988,-1.82342700107773
"metaG","Q",122,713,55.0176400908356,0.0003397473515149,6.73400673400673,0.103436656659211,-2.6054464484313
"metaG","Q",123,830,28.6375787596779,0.0003088612286499,4.89144888598999,0.260558947162254,-2.61825261827116
"metaG","Q",124,278,15.7535581316179,0.000539374325782,3.96950541125969,0.260142129350363,-2.34823159330836
"metaG","Q",125,402,34.1265149505557,0.0004941779658399,2.41324424117022,0.158599368738627,-1.98391601477238
"metaG","Q",128,144,3.26887443982379,0.0013157894736842,6.17391766101888,0.596807726646794,-2.67174401795125
"metaG","Q",131,38,3.379559065577,0.0014788921753159,NA,NA,NA
"metaG","Q",132,51,3.02974640146757,0.0015410479125805,0.137813411911332,104.20440455445,1.31009194666508
"metaG","Q",135,107,1.96894182534803,0.0014090460758066,1.051595854555,4.38416616450718,-1.15170283673338
"metaG","Q",136,109,2.34356902265406,0.0008673967255773,5.02016890860691,0.669225227474855,-2.57426017610942
"metaG","Q",137,139,4.11718832239732,0.0005603182607721,0.964357257524032,1.35773758715492,-1.38073850938577
"metaG","Q",138,44,0.898506529372588,0.0008534243652656,NA,NA,NA
"metaG","Q",142,59,1.05593041166808,0.00023883887562,0.71436789187503,227.951523023432,0.739921318970301
"metaG","Q",143,23,0.242763106696291,0.0011676786548341,NA,NA,NA
"metaG","Q",144,126,2.80485142274001,0.0007687576875768,0.733192560217616,199.109254589969,0.746957943766338
"metaG","Q",145,218,12.9612933184264,0.0008701116643302,6.73400673400673,-0.145665596781227,-3.0599509222098
"metaG","Q",146,124,4.54502078906636,0.0006138892441488,1.16552012185604,0.467939026326248,-1.72072662731055
"metaG","Q",147,74,1.69783425765188,0.0002939555392246,0.847389175347256,4.22971808776136,-0.950024681399278
"metaG","Q",148,125,2.79291237994398,0.0006797721844571,0.837075772371585,4.42292925342261,-0.952449046919286
"metaG","Q",149,270,5.40223574287971,0.0007988815658078,6.73400673400673,0.248459704396594,-2.92970538686417
"metaG","Q",150,58,1.12666700618884,0.0004225610876354,0.606390542199792,220.747780816264,0.811418881399017
"metaG","Q",151,23,0.304144606565239,0.0008376086273688,NA,NA,NA
"metaG","Q",152,230,6.36529731912648,0.0004859956516178,3.10853936025033,0.155848909201385,-2.52827001126092
"metaG","Q",155,2290,89.7957780525621,0.0001837222120154,2.58045732670968,1.69792655850463,-1.69090491784612
"metaG","Q",158,1002,16.7504655279691,0.0014466546112115,6.73400673400673,1.1246351168415,-2.84505570140399
"metaG","Q",168,80,2.66137100794989,0.000705467372134,1.38037836848738,1.18605960962709,-1.522676203988
"metaG","Q",173,6808,410.257389359995,0.0007228306046478,3.342015151925,0.341059982964232,-2.20814600605289
"metaG","Q",175,2279,360.90866878676,0.0002895727485718,4.46498153266248,1.2199429261168,-1.98860489092207
"metaG","Q",178,51,0.991586518384258,0.0005650297924799,0.774999390359576,277.646484868022,0.817425476146635
"metaG","Q",180,451,10.1031267394623,0.0010151302750519,6.73400673400673,0.945221412541694,-2.64891472748527
"metaG","Q",188,9071,797.098985507172,0.0006416238917405,6.73400673400673,-0.0744411032721704,-2.78488189791316
"metaG","Q",189,1019,45.6135034043375,0.0007245626746713,1.78622431578632,3.65961144004431,-1.1067489414208
"metaG","Q",191,2090,55.1855636630522,0.0003541285486631,6.73400673400673,0.744525348341833,-2.82516791560663
"metaG","Q",193,1571,89.145192518259,0.0008702462796971,6.73400673400673,0.42374134818409,-2.76332431340158
