"station","N_10","S_10","nmin","zeta","zeta_low","zeta_high","alpha","alpha_low","alpha_high","logk","logk_low","logk_high","logN_mean","logN_low","logN_high","KS","p_KS","CvM","p_CvM","data","sector","rejected"
39,4.6085784544365,146,0.0002020944332169,0.78205162847247,0.555325608112556,1.15037118549248,3.70385419457443,1.13837220094066,181.980845499228,-0.834826514488219,-1.44434021080827,0.94522882283861,0.6586719450725,0.553802108220326,0.76093512832294,0.0693361133514309,0.0225,0.144379406314554,0.00475,"metaG","Q",0
41,3.57359355888012,70,0.000915827158438,4.67931243900514,0.943719330920677,6.73400673400673,-0.0635865835567709,-0.280919941785094,0.951485697039055,-2.70094186375598,-3.04204369987977,-1.52975283317056,0.722026563035556,0.276759912971468,1.62965762493855,0.107541713259713,0.01975,0.149405459661173,0.0125,"metaG","Q",0
46,3.43670617970031,146,0.0009956617594765,1.52903787000802,0.753023884459321,3.75788355631661,1.09058604814424,0.368858266563706,6.21272780482324,-1.77321075255286,-2.40873403465256,-0.87248266050024,0.542265393426796,0.416935016856233,0.723640826291285,0.057728435059654,0.07925,0.116188784016292,0.012,"metaG","Q",0
51,0.607341415683145,23,0.0010744600838078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
52,3.58561648639751,120,0.0007077641729775,1.55268433144347,0.74890887279514,4.39700993217417,0.61387334127661,0.0882635688528359,3.66018832572573,-1.89729485165861,-2.62923930758814,-0.991471371280773,0.562880933265615,0.374300282424792,0.86320760181913,0.0379125891114527,0.80925,0.0325768068188612,0.62725,"metaG","Q",0
64,6.73078033659941,297,0.0005317349059796,1.95406962721745,1.37971159570685,3.02680055848779,1.47367923476968,0.807794878982704,3.27356091794973,-1.74850972223217,-2.1102431592108,-1.31131146396104,0.846570381982492,0.773256128228438,0.937506841074116,0.043744876565725,0.06325,0.0932618472957701,0.04825,"metaG","Q",0
65,13.0817688210246,409,0.0006787463849377,2.35824170248845,1.60401307173659,3.90643699041691,0.524758625787549,0.245731269979061,1.02350661521895,-2.05346984562384,-2.39217586123976,-1.7179427382781,1.19288578835508,1.06966320147042,1.42925025047025,0.0443001894642744,0.009,0.115449899479733,0.01725,"metaG","Q",0
66,10.6291320525321,304,0.0005059814232534,3.87758929518338,2.05649664299029,6.73400673400673,0.0711005023865303,-0.103237236656774,0.371369589512114,-2.64276906368845,-2.99878032029279,-2.20755598159993,1.2001126117273,0.918016024376773,1.86565449951834,0.02830250176836,0.6505,0.0433350035624736,0.468,"metaG","Q",0
67,8.17651549119117,282,0.000966353333919,6.73400673400673,1.33875116347945,6.73400673400673,0.00760034447085656,-0.126665546203568,0.348894631756221,-3.14410424267134,-3.2386554370586,-2.24805298979822,1.03253646249998,0.71163446829677,1.78177331775934,0.117529886163579,0.00025,0.887195206012618,0.00025,"metaG","Q",1
68,0.79153093191732,78,0.0002586117720078,1.9710374018122,1.07762958044886,6.45563356807476,1.81757995917081,0.581975252235473,172.973062285133,-2.02233651978365,-2.8355308736639,0.05660779703202,-0.0983343986253658,-0.224275833803437,0.0454746708644032,0.0629195078117406,0.36,0.0534528394991486,0.282,"metaG","Q",0
70,2.00539021238341,101,0.0010210332856851,0.63520243421855,0.337289781917255,1.39596242350398,13.1145899859375,1.5425988040689,194.077225783743,-0.452949644469327,-1.6188796007031,0.872974564477607,0.298635192695734,0.198561891328929,0.405178382566202,0.10129359240753,0.00175,0.143967791090044,0.00925,"metaG","Q",0
72,0.634227407695715,28,0.0008965092172353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
76,0.652159579565782,29,0.0009037505648441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
78,1.09446090819573,59,0.0007077641729775,4.38363054886127,1.23872448518452,6.73400673400673,0.587558968662863,0.130220725548971,5.87473296931195,-2.53948832736025,-2.92900134253857,-1.23490362886283,0.0658262952081402,-0.144975867116243,0.41623184972398,0.0868712567483852,0.17375,0.0688306999370795,0.19625,"metaG","Q",0
80,25.4800257097288,1130,0.0004960499724416,6.73400673400673,4.86164264168499,6.73400673400673,1.247812800153,1.07224150981236,1.6171239473858,-2.45470594624565,-2.49465559570386,-2.22970517999207,1.32941467069324,1.29183262742234,1.37857479101844,0.0844339921746078,0.00025,2.40581310748009,0.00025,"metaG","Q",1
81,7.60543374828889,507,0.0004092594960992,6.73400673400673,3.80079201827174,6.73400673400673,0.710194749499916,0.516322636283379,1.12791474806161,-2.98962967884746,-3.04814250233196,-2.61955718675865,0.685650619188785,0.600480731358234,0.83101644842681,0.143779266076693,0.00025,2.62071136745015,0.00025,"metaG","Q",1
82,23.0154951804573,341,0.000671727010143,0.892791002337441,0.629068013855698,1.29767516227245,0.547392611065485,0.165683822789314,1.49018579894289,-1.31566566038732,-1.66211675101693,-0.895547223615972,1.42293405276904,1.27064743033347,1.70696936320237,0.037951703300702,0.09475,0.075412214997534,0.08775,"metaG","Q",0
84,68.6029278484889,3014,0.0005511666360462,6.73400673400673,5.31442285201209,6.73400673400673,0.987147393357002,0.889373986504595,1.16924398456821,-2.66234211672976,-2.68789507057913,-2.5146742550226,1.65046382510193,1.618837386429,1.69721259191465,0.0597668622147471,0.00025,3.15530256717641,0.00025,"metaG","Q",1
85,142.162432447912,2182,0.0008697979392479,6.73400673400673,4.72714732241396,6.73400673400673,0.4025564079683,0.32672409731731,0.535752883171185,-2.75866387536063,-2.78719586973529,-2.55314608939492,1.78780410932821,1.69997743596325,1.97805531657685,0.07255678221637,0.00025,2.95504386481847,0.00025,"metaG","Q",1
92,20.2790133878398,876,0.0004593055300385,6.73400673400673,4.58331976667668,6.73400673400673,0.869329373003647,0.700471112352356,1.20187067076938,-2.64854636162907,-2.69465608726182,-2.39716374492024,1.17947227346126,1.11896895152312,1.26840530174158,0.0967626950104038,0.00025,2.10718294806245,0.00025,"metaG","Q",1
98,0.434673612639651,10,0.0033818058843422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
100,31.1511612501028,472,0.0009030024832568,6.73400673400673,3.3656265405731,6.73400673400673,0.0788284813721012,-0.0344169849221896,0.290821158980514,-2.70262929245167,-2.76280571635605,-2.27935266121042,1.57905989320209,1.32080093928375,2.20505817991249,0.0578742018773157,0.001,0.338233884984932,0.00025,"metaG","Q",1
102,22.6520275706202,274,0.0001837222120154,1.56128408076948,1.08999931246155,2.58921034925959,-0.0828539513532939,-0.251954391401415,0.215953586200381,-1.96971799236432,-2.34817100864284,-1.62308351027712,1.73714275467934,1.32188013174043,2.73795516317138,0.0517280135723604,0.014,0.195584086743184,0.001,"metaG","Q",0
109,8.5302747340444,277,0.0007141764015711,3.56099833791673,2.17433857951447,6.73400673400673,0.654792318194477,0.312313521420648,1.32749482025745,-2.1882965339316,-2.5963210528438,-1.78871707916545,0.977016150415463,0.855869169601398,1.1966569167073,0.0769245209092988,0.00025,0.288587725400063,0.00025,"metaG","Q",1
110,22.5760401395678,346,0.0009184512012374,1.17109894575517,0.850365244208075,1.66984642464667,1.08178386141262,0.525551557864375,2.79672324517447,-1.2504639732505,-1.58759891406196,-0.796236704819922,1.32574748269135,1.23305589944621,1.45036144916127,0.0644555126183327,0.00025,0.315111361513511,0.00025,"metaG","Q",1
111,7.03405868280266,227,0.0012648958125291,2.11021577265916,1.2176984550011,4.1893052724291,1.00110718085988,0.467547839896078,2.75885258926822,-1.82342700107773,-2.3045143973076,-1.23581449891864,0.854851861236515,0.752664079262198,0.998243196083629,0.0309520209012398,0.69375,0.0225290523158601,0.886,"metaG","Q",0
122,55.0176400908356,713,0.0003397473515149,6.73400673400673,4.09449633133879,6.73400673400673,0.103436656659211,0.0099650176789246,0.267914669742058,-2.6054464484313,-2.65349763176848,-2.30572083615635,1.82617804346132,1.60226487914453,2.36482582512114,0.0523996762029427,5e-04,0.548507305351917,0.00025,"metaG","Q",1
123,28.6375787596779,830,0.0003088612286499,4.89144888598999,3.37858284321766,6.73400673400673,0.260558947162254,0.122384914121876,0.453178578704657,-2.61825261827116,-2.82420264873369,-2.37488608242229,1.51556582089241,1.35994860265908,1.89030878941348,0.0452277903566848,0.00025,0.365917036009574,0.00025,"metaG","Q",1
124,15.7535581316179,278,0.000539374325782,3.9695054112597,2.30796607913226,6.73400673400673,0.260142129350363,0.0445696518650357,0.652458465083177,-2.34823159330836,-2.69586806330993,-1.94314723492153,1.19152414506479,0.99514567730733,1.5804577724674,0.0186377057333739,0.99475,0.0148534367675389,0.988,"metaG","Q",0
125,34.1265149505557,402,0.0004941779658399,2.41324424117022,1.68782352413546,4.09743817874451,0.158599368738627,-0.0287537695592956,0.442029444732105,-1.98391601477238,-2.33400159666691,-1.69211119660064,1.63641870954687,1.41722884366465,2.14871875586446,0.0291795871029332,0.3515,0.0458689364211084,0.405,"metaG","Q",0
128,3.26887443982379,144,0.0013157894736842,6.17391766101888,1.73564272736921,6.73400673400673,0.596807726646794,0.27739586164297,1.91896562830899,-2.67174401795125,-2.83380895832252,-1.78327647339883,0.483964995235188,0.328826922466601,0.760667795030964,0.0473689731148947,0.4265,0.0583264283172461,0.28125,"metaG","Q",0
131,3.379559065577,38,0.0014788921753159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
132,3.02974640146757,51,0.0015410479125805,0.137813411911332,0.00386588754772199,0.491693055212406,104.20440455445,1.94862774928296,374.350142769438,1.31009194666508,-0.351127525064189,1.66296887642038,0.470585092561706,0.269382351951249,0.660554093695839,0.112344010723536,0.06625,0.125591364634148,0.04975,"metaG","Q",0
135,1.96894182534803,107,0.0014090460758066,1.051595854555,0.520820757383053,2.64808090104252,4.38416616450718,1.13407924488385,186.826900743925,-1.15170283673338,-2.00918706798875,0.66954221740267,0.29416583483664,0.200955179831505,0.391752614342433,0.0566342960806038,0.26025,0.0432779905340692,0.4175,"metaG","Q",0
136,2.34356902265406,109,0.0008673967255773,5.02016890860691,1.73089684777866,6.73400673400673,0.669225227474855,0.27065471937384,2.24129856836204,-2.57426017610942,-2.8618371716754,-1.76189093648054,0.319627209709414,0.157093498152482,0.594847997068585,0.0875505189358311,0.01675,0.110793387530534,0.03775,"metaG","Q",0
137,4.11718832239732,139,0.0005603182607721,0.964357257524032,0.559220090060729,1.74327756810083,1.35773758715492,0.429640162201357,51.8717108564589,-1.38073850938577,-1.9387563271911,0.288812819544408,0.622320701508453,0.493683036589202,0.78509817961889,0.0424641047597055,0.527,0.0447595372443549,0.3755,"metaG","Q",0
138,0.898506529372588,44,0.0008534243652656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
142,1.05593041166808,59,0.00023883887562,0.71436789187503,0.448451644888185,1.12867329859345,227.951523023432,142.726588328067,360.734695369914,0.739921318970301,0.587324033324246,0.864495272760806,0.0209938059296231,-0.116142905927239,0.144216832443817,0.067895881968651,0.542,0.02782243904215,0.87175,"metaG","Q",0
143,0.242763106696291,23,0.0011676786548341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
144,2.80485142274001,126,0.0007687576875768,0.733192560217616,0.489952997475927,1.04171330745635,199.109254589969,132.722069948794,283.313468035843,0.746957943766338,0.643471921554645,0.834999696472956,0.445877668776387,0.362128189049652,0.528424958169264,0.0318004041436746,0.972,0.0111314938496901,0.9995,"metaG","Q",0
145,12.9612933184264,218,0.0008701116643302,6.73400673400673,1.68146391011182,6.73400673400673,-0.145665596781227,-0.27577702082256,0.153927449879114,-3.0599509222098,-3.16452746552948,-2.24789412085904,1.35241929366979,0.867637199563325,2.53857319206796,0.0814337112673409,0.00025,0.195584613758562,0.002,"metaG","Q",0
146,4.54502078906636,124,0.0006138892441488,1.16552012185604,0.572584570355629,2.78846982849111,0.467939026326248,-0.018969315067061,3.31532921782882,-1.72072662731055,-2.40793021627841,-0.8264508795378,0.734416538430527,0.52316584106915,1.10541525831564,0.0540380599227563,0.217,0.0578454552661303,0.19125,"metaG","Q",0
147,1.69783425765188,74,0.0002939555392246,0.847389175347256,0.516104466776808,1.60367119745029,4.22971808776136,0.899136127349352,193.436359281287,-0.950024681399278,-1.78501268210679,0.872987177710032,0.229737053985776,0.105445842393561,0.361901929078307,0.0658461593770253,0.32025,0.042347192209828,0.46525,"metaG","Q",0
148,2.79291237994398,125,0.0006797721844571,0.837075772371585,0.522009309647193,1.47162665743325,4.42292925342261,1.19155490218215,185.837495695902,-0.952449046919286,-1.67168084364684,0.801307268861152,0.444521888203019,0.347360876460149,0.543665058882836,0.0389837989649367,0.7545,0.0348418728454923,0.6115,"metaG","Q",0
149,5.40223574287971,270,0.0007988815658078,6.73400673400673,2.49846445240646,6.73400673400673,0.248459704396594,0.0837721285398899,0.672753886297659,-2.92970538686417,-3.00883883342734,-2.31607363886622,0.847753974047181,0.643395503305441,1.29559393454534,0.0708228175713558,0.002,0.358103530455154,0.00025,"metaG","Q",1
150,1.12666700618884,58,0.0004225610876354,0.606390542199792,0.333453873505957,1.01964187492277,220.747780816264,120.938834508868,371.866999569733,0.811418881399017,0.63143650103325,0.946673352731422,0.047758724365461,-0.0890858027394817,0.176813764375977,0.0716165782101639,0.45625,0.0572141041571553,0.37,"metaG","Q",0
151,0.304144606565239,23,0.0008376086273688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaG","Q",NA
152,6.36529731912648,230,0.0004859956516178,3.10853936025033,1.64617838559409,6.73400673400673,0.155848909201385,-0.0739644742133882,0.602109783083081,-2.52827001126092,-3.00540901417329,-2.04733755195136,0.951944400919864,0.700848227612314,1.49803068062257,0.0737609781733157,0.00075,0.233386689966073,5e-04,"metaG","Q",1
155,89.7957780525621,2290,0.0001837222120154,2.58045732670968,2.29484222049971,2.96491783862342,1.69792655850463,1.38076858616822,2.12035453973229,-1.69090491784612,-1.81586520258441,-1.565510000756,1.85063736737192,1.82602114173956,1.87914567861896,0.0483366898182952,0.00025,1.79922095782889,0.00025,"metaG","Q",1
158,16.7504655279691,1002,0.0014466546112115,6.73400673400673,2.85609604766828,6.73400673400673,1.1246351168415,0.931143421948227,1.66648587605347,-2.84505570140399,-2.89963060288747,-2.35636299269636,0.950499039894083,0.906728389845169,1.0091818075422,0.0813585881518284,0.00025,1.89615829451341,0.00025,"metaG","Q",1
168,2.66137100794989,80,0.000705467372134,1.38037836848738,0.693671603002988,3.96653743939879,1.18605960962709,0.242770121451234,173.617254077581,-1.522676203988,-2.34487372102022,0.71096172756247,0.439511315186899,0.280774527313042,0.640085384890112,0.065296513909238,0.2615,0.034844935833297,0.58025,"metaG","Q",0
173,410.257389359995,6808,0.0007228306046478,3.342015151925,2.97494416250649,3.82629213480181,0.341059982964232,0.278332056737279,0.411275156745084,-2.20814600605289,-2.29794054136474,-2.12645372447759,2.60207594403045,2.52272777303505,2.78603176711297,0.0255466665784204,0.00025,1.2170011934591,0.00025,"metaG","Q",1
175,360.90866878676,2279,0.0002895727485718,4.46498153266248,3.74276378983055,5.56061354965889,1.2199429261168,1.01890678560972,1.47796399224366,-1.98860489092207,-2.13634930018411,-1.85632512993992,1.93219836218162,1.90158174583937,1.9716018845829,0.0550229453604372,0.00025,2.30722715352314,0.00025,"metaG","Q",1
178,0.991586518384258,51,0.0005650297924799,0.774999390359576,0.438156686650458,1.29604591910228,277.646484868022,156.536958161998,464.98559310469,0.817425476146635,0.664567865428746,0.942104739080673,-0.00985054317064699,-0.136384982479668,0.114625484144074,0.12512986794322,0.02125,0.15415514987787,0.01725,"metaG","Q",0
180,10.1031267394623,451,0.0010151302750519,6.73400673400673,3.64757475597146,6.73400673400673,0.945221412541694,0.710735075324261,1.51596015992857,-2.64891472748527,-2.71568054303088,-2.25308040398735,0.855727984201441,0.782308625834904,0.97012237989913,0.159647608535588,0.00025,2.74497181708835,0.00025,"metaG","Q",1
188,797.098985507172,9071,0.0006416238917405,6.73400673400673,5.52250355601401,6.73400673400673,-0.0744411032721704,-0.0978101921937041,-0.0418232067775007,-2.78488189791316,-2.80017150406358,-2.67645097462754,3.3116181357124,3.01679158038889,4.12029706805855,0.0531159468369139,0.00025,7.64724601754167,0.00025,"metaG","Q",1
189,45.6135034043375,1019,0.0007245626746713,1.78622431578632,1.5355500931903,2.09436860557635,3.65961144004431,2.51731844181907,6.31302964932445,-1.1067489414208,-1.31753679964348,-0.818907020788562,1.59105871401793,1.56227264935223,1.62047078029908,0.080002667038457,0.00025,2.6757386561562,0.00025,"metaG","Q",1
191,55.1855636630522,2090,0.0003541285486631,6.73400673400673,5.06187580620255,6.73400673400673,0.744525348341833,0.647231773680076,0.917009894330654,-2.82516791560663,-2.85504275596928,-2.65061110622039,1.4487973981765,1.40004043797325,1.52854829856342,0.0604948783539594,0.00025,3.2099890602708,0.00025,"metaG","Q",1
193,89.145192518259,1571,0.0008702462796971,6.73400673400673,4.45907691908609,6.73400673400673,0.42374134818409,0.334903746402063,0.593653854945151,-2.76332431340158,-2.79750176344293,-2.51869016145534,1.61890912640507,1.52818227292404,1.81231180084019,0.0714439183264771,0.00025,1.42214746388481,0.00025,"metaG","Q",1
194,181.963814532932,5064,0.0011283497884344,6.73400673400673,5.56153480616118,6.73400673400673,1.39874854250936,1.29661631362057,1.5866106496628,-2.45367713518486,-2.47477308300588,-2.33121463463851,1.93358447991605,1.91558282080105,1.95471840107083,0.0673044389812476,0.00025,6.88935184073072,0.00025,"metaG","Q",1
196,104.508770465457,2357,0.0003246178362745,6.73400673400673,5.22988885557927,6.73400673400673,0.831437616284403,0.730321456775024,1.00988709425246,-2.6037306727369,-2.63170114806515,-2.44524440040602,1.67516044997708,1.63336976123166,1.73827698507809,0.0570848434325776,0.00025,1.25307416687346,0.00025,"metaG","Q",1
201,185.717826463107,2864,0.0004336983627886,1.05291065581724,0.963630458109814,1.15908843008192,1.73783885495119,1.35922734744438,2.28813361827238,-1.04886598859952,-1.17310032547682,-0.916367330262789,2.19515211837549,2.16698528133858,2.22505749652292,0.0707713386660976,0.00025,4.73065476422474,0.00025,"metaG","Q",1
205,1115.85517561203,10728,0.0005075111652456,2.81781282010874,2.62335549605579,3.04176951884433,0.568495113219298,0.50444209417718,0.640595145260826,-1.85891829478884,-1.91642364279789,-1.80205963309713,2.86516904291451,2.82593578718726,2.94621544277852,0.0244024684614216,0.00025,1.70159325345084,0.00025,"metaG","Q",1
206,35.3322078171244,753,0.0006650778695338,6.73400673400673,3.93908074818525,6.73400673400673,0.203949801613508,0.100700429788306,0.400647381861489,-2.7870253696722,-2.83518212732654,-2.47098490276119,1.50977992011728,1.33899717122615,1.91593325441865,0.111474072872646,0.00025,2.37506229343604,0.00025,"metaG","Q",1
208,2.83634532688194,182,0.0009186954524575,6.73400673400673,2.38864057137876,6.73400673400673,0.6442566359501,0.373160421874139,1.59849454285581,-2.80671233412039,-2.9027547475626,-2.08633275423956,0.458976088158549,0.327406111870332,0.692474676168269,0.0699312637299632,0.01575,0.16888201685425,0.00875,"metaG","Q",0
209,87.6313602557297,1196,0.0002632479532471,6.73400673400673,4.44789194313051,6.73400673400673,0.069638306089681,-0.00256895045121616,0.187846157809006,-2.84974762575244,-2.8882765885477,-2.6047706633337,1.88641959879729,1.66005724621744,2.4647590341891,0.0690402975638824,0.00025,1.27074473337311,0.00025,"metaG","Q",1
210,17.5843245912627,416,0.0003397473515149,6.73400673400673,3.60778058735541,6.73400673400673,0.084137561690719,-0.0387980653752539,0.313996540112432,-2.92270475697653,-2.98606333852089,-2.54091470070536,1.28410990764203,1.02958948492784,1.89442951788663,0.122039424460638,0.00025,1.83001917651566,0.00025,"metaG","Q",1
7,3.48468280401329,28,0.0005371530886302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
18,0.620917346413169,9,0.0214705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
22,1.09620413976878,39,0.0009016319538364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
23,0.443860160461278,10,0.001504244117331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
25,1.22609560663329,18,0.0004859956516178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
26,0.704471930373018,27,0.0012955045990413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
30,0.277997532085435,5,0.005587192435801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
36,3.92048223024286,86,0.0002844729492086,0.46984561879853,0.252116787286499,0.877726646085583,2.12927043692491,0.366962195189088,186.092537577544,-0.720493396480866,-1.50401564224073,1.35652463361598,0.586621762261672,0.417413121107691,0.77979413665592,0.0586527465313753,0.37475,0.0369109321957739,0.55375,"metaT","Q",0
38,1.62064895578595,15,0.0103383458646617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
39,5.64566084898091,57,0.000650547544183,0.492221252825624,0.131225069588282,1.7521355089148,0.373463148402407,-0.260196196088426,181.616128010141,-1.04237885787013,-2.10708289478809,1.66518278588844,0.775150476654575,0.439891453201312,1.32510129914865,0.0522963603643826,0.8085,0.0214307837993472,0.876,"metaT","Q",0
41,0.568874175237802,13,0.0008275576704251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
46,1.3880226878186,57,0.0004655011896141,0.917400917680834,0.434926572335247,2.69046022779696,1.77253548713788,0.278210187654946,185.438080151359,-1.3381280803937,-2.29966824324746,0.894753938178486,0.138498346492138,-0.030695170394854,0.335057340004595,0.0713255694398963,0.36325,0.0913816947822809,0.04525,"metaT","Q",0
51,0.229399381534421,9,0.003729796933278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
52,0.47119218908744,12,0.0005144221936432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
64,13.6832959632758,207,0.0007175071750717,0.853397644421844,0.552916335064134,1.30885096719621,0.96355259787061,0.315008388660077,4.41004977161007,-1.11133781118654,-1.54499915495797,-0.409904818592424,1.15939313148181,1.02782355436996,1.34838329770453,0.0429854650374213,0.205,0.0425339395331533,0.396,"metaT","Q",0
65,3.99708579102099,64,0.0005611386012345,0.0570436186522757,0.00387576400413839,0.272162205425983,189.954882838208,12.0090479561295,910.267365067081,1.76716901388315,0.549114521520005,2.28429260321589,0.589571294784842,0.360713172182565,0.798930427544131,0.0637741368201858,0.66575,0.0388524406529998,0.7185,"metaT","Q",0
66,22.4029556128987,104,0.0001837222120154,0.453767601048513,0.335502197000352,0.615910239033621,260.933245304291,192.6657697337,354.52880696704,2.07936420710252,1.94314030895857,2.18946550701943,1.3470222825249,1.21774290893294,1.46047911698908,0.177994384691689,0.00025,0.789064893779072,0.00025,"metaT","Q",1
67,0.593972134250261,68,0.0004833953690723,6.00260248789433,1.48262814590581,6.73400673400673,0.726367944751224,0.262535845925073,5.70700282042853,-2.96052512520213,-3.17502014858268,-1.65495145198156,-0.230547948177547,-0.41715905536093,0.0660242939317866,0.0523358070247125,0.80825,0.0260951871879155,0.85025,"metaT","Q",0
68,0.181453285983431,12,0.0005125051250512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
70,1.34067541462495,24,0.0002020944332169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
72,1.37210741693147,15,0.0005603182607721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
76,0.902555988018315,18,0.0007531254707034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
78,1.45223225938428,40,0.003895597974289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"metaT","Q",NA
80,67.575460050829,499,0.0012678288431061,0.389994743700962,0.277823490410257,0.522257538471303,2.58989426997657,1.08693413469618,85.9896870838429,-0.109375127113314,-0.512525235123421,1.46235723501796,1.83331894424323,1.75955763385654,1.90963550436023,0.0612865490729057,0.00025,0.535516617551322,0.00025,"metaT","Q",1
